Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	stat	enr
17756	ENSG00000173681	protein_coding	BCLAF3	X	ENSP00000369009	2222	274
17757	ENSG00000120952	protein_coding	PRAMEF2	1	ENSP00000240189	2221	274
17758	ENSG00000122779	protein_coding	TRIM24	7	ENSP00000340507	2220	274
17759	ENSG00000102763	protein_coding	VWA8	13	ENSP00000368612	2219	274
17760	ENSG00000145675	protein_coding	PIK3R1	5	ENSP00000428056	2218	274
17761	ENSG00000070476	protein_coding	ZXDC	3	ENSP00000374359	2217	274
17762	ENSG00000258644	protein_coding	SYNJ2BP-COX16	14	ENSP00000482133	2216	274
17763	ENSG00000141979	protein_coding	NA	19	NA	2215	274
17764	ENSG00000187135	protein_coding	VSTM2B	19	ENSP00000335038	2214	274
17765	ENSG00000172772	protein_coding	OR10W1	11	ENSP00000378516	2213	274
17766	ENSG00000135175	protein_coding	OCM2	7	ENSP00000257627	2212	274
17767	ENSG00000105176	protein_coding	URI1	19	ENSP00000376097	2211	274
17768	ENSG00000198521	protein_coding	ZNF43	19	ENSP00000350085	2210	274
17769	ENSG00000178922	protein_coding	HYI	1	ENSP00000361502	2209	274
17770	ENSG00000255713	protein_coding	OR4D2	17	ENSP00000441354	2208	274
17771	ENSG00000176774	protein_coding	MAGEB18	X	ENSP00000314543	2207	274
17772	ENSG00000180708	protein_coding	OR10K2	1	ENSP00000324251	2206	274
17773	ENSG00000215372	protein_coding	ZNF705G	8	ENSP00000383020	2205	274
17774	ENSG00000159182	protein_coding	PRAC1	17	ENSP00000290294	2204	274
17775	ENSG00000136710	protein_coding	CCDC115	2	ENSP00000259229	2203	274
17776	ENSG00000136504	protein_coding	KAT7	17	ENSP00000259021	2202	274
17777	ENSG00000124227	protein_coding	ANKRD60	20	ENSP00000396747	2201	274
17778	ENSG00000261210	protein_coding	CLEC19A	16	ENSP00000455948	2200	274
17779	ENSG00000230549	protein_coding	USP17L1	8	ENSP00000485364	2199	274
17780	ENSG00000261341	protein_coding	NA	19	NA	2198	274
17781	ENSG00000145309	protein_coding	CABS1	4	ENSP00000273936	2197	274
17782	ENSG00000176230	protein_coding	OR4K17	14	ENSP00000319197	2196	274
17783	ENSG00000105516	protein_coding	DBP	19	ENSP00000222122	2195	274
17784	ENSG00000167139	protein_coding	TBC1D21	15	ENSP00000300504	2194	274
17785	ENSG00000198083	protein_coding	KRTAP9-9	17	ENSP00000377576	2193	274
17786	ENSG00000143158	protein_coding	MPC2	1	ENSP00000356820	2192	274
17787	ENSG00000075303	protein_coding	SLC25A40	7	ENSP00000344831	2191	274
17788	ENSG00000153896	protein_coding	ZNF599	19	ENSP00000333802	2190	274
17789	ENSG00000184911	protein_coding	DMRTC1B	X	ENSP00000334501	2189	274
17790	ENSG00000268193	protein_coding	NA	19	NA	2188	274
17791	ENSG00000273611	protein_coding	ZNHIT3	17	ENSP00000484687	2187	274
17792	ENSG00000232838	protein_coding	PET117	20	ENSP00000397881	2186	274
17793	ENSG00000263465	protein_coding	SRSF8	11	ENSP00000480140	2185	274
17794	ENSG00000198932	protein_coding	GPRASP1	X	ENSP00000445683	2184	274
17795	ENSG00000070159	protein_coding	PTPN3	9	ENSP00000363667	2183	274
17796	ENSG00000137872	protein_coding	SEMA6D	15	ENSP00000324857	2182	274
17797	ENSG00000241356	protein_coding	OR5G3	11	NA	2181	274
17798	ENSG00000119888	protein_coding	EPCAM	2	ENSP00000263735	2180	274
17799	ENSG00000083123	protein_coding	BCKDHB	6	ENSP00000318351	2179	274
17800	ENSG00000146378	protein_coding	TAAR2	6	ENSP00000356908	2178	274
17801	ENSG00000142538	protein_coding	PTH2	19	ENSP00000270631	2177	274
17802	ENSG00000173285	protein_coding	OR10K1	1	ENSP00000289451	2176	274
17803	ENSG00000213185	protein_coding	FAM24B	10	ENSP00000357894	2175	274
17804	ENSG00000163050	protein_coding	COQ8A	1	ENSP00000355741	2174	274
17805	ENSG00000205445	protein_coding	KRTAP10-2	21	ENSP00000375479	2173	274
17806	ENSG00000134202	protein_coding	GSTM3	1	ENSP00000256594	2172	274
17807	ENSG00000204701	protein_coding	OR2J3	6	ENSP00000366374	2171	274
17808	ENSG00000168958	protein_coding	MFF	2	ENSP00000302037	2170	274
17809	ENSG00000278845	protein_coding	MRPL45	17	ENSP00000484903	2169	274
17810	ENSG00000237190	protein_coding	CDKN2AIPNL	5	ENSP00000394183	2168	274
17811	ENSG00000226288	protein_coding	OR52I2	11	ENSP00000308764	2167	274
17812	ENSG00000169327	protein_coding	OR5AU1	14	ENSP00000302057	2166	274
17813	ENSG00000189132	protein_coding	FAM47B	X	ENSP00000328307	2165	274
17814	ENSG00000122304	protein_coding	PRM2	16	ENSP00000403681	2164	274
17815	ENSG00000161395	protein_coding	PGAP3	17	ENSP00000300658	2163	274
17816	ENSG00000198914	protein_coding	POU3F3	2	ENSP00000355001	2162	274
17817	ENSG00000273331	protein_coding	TM4SF19-DYNLT2B	3	NA	2161	274
17818	ENSG00000215148	protein_coding	PRSS41	16	NA	2160	274
17819	ENSG00000120696	protein_coding	KBTBD7	13	ENSP00000368797	2159	274
17820	ENSG00000131264	protein_coding	CDX4	X	ENSP00000362613	2158	274
17821	ENSG00000163904	protein_coding	SENP2	3	ENSP00000296257	2157	274
17822	ENSG00000161634	protein_coding	DCD	12	ENSP00000406773	2156	274
17823	ENSG00000233041	protein_coding	PHGR1	15	ENSP00000410024	2155	274
17824	ENSG00000138079	protein_coding	SLC3A1	2	ENSP00000260649	2154	274
17825	ENSG00000148671	protein_coding	ADIRF	10	ENSP00000361083	2153	274
17826	ENSG00000180875	protein_coding	GREM2	1	ENSP00000318650	2152	274
17827	ENSG00000134389	protein_coding	CFHR5	1	ENSP00000256785	2151	274
17828	ENSG00000248751	protein_coding	NA	22	ENSP00000401535	2150	274
17829	ENSG00000178473	protein_coding	UCN3	10	ENSP00000369798	2149	274
17830	ENSG00000152382	protein_coding	TADA1	1	ENSP00000356848	2148	274
17831	ENSG00000164853	protein_coding	UNCX	7	ENSP00000314480	2147	274
17832	ENSG00000214736	protein_coding	TOMM6	6	ENSP00000381859	2146	274
17833	ENSG00000116721	protein_coding	PRAMEF1	1	ENSP00000332134	2145	274
17834	ENSG00000182898	protein_coding	TCHHL1	1	ENSP00000357796	2144	274
17835	ENSG00000186038	protein_coding	HTR3E	3	ENSP00000406050	2143	274
17836	ENSG00000176746	protein_coding	MAGEB6	X	ENSP00000368320	2142	274
17837	ENSG00000254732	protein_coding	NA	11	NA	2141	274
17838	ENSG00000137103	protein_coding	TMEM8B	9	ENSP00000367227	2140	274
17839	ENSG00000198573	protein_coding	SPANXC	X	ENSP00000351884	2139	274
17840	ENSG00000289694	protein_coding	NA	1	NA	2138	274
17841	ENSG00000185973	protein_coding	TMLHE	X	ENSP00000335261	2137	274
17842	ENSG00000089335	protein_coding	ZNF302	19	ENSP00000396379	2136	274
17843	ENSG00000278057	protein_coding	TEX28	X	ENSP00000478834	2135	274
17844	ENSG00000168803	protein_coding	ADAL	15	ENSP00000398744	2134	274
17845	ENSG00000178125	protein_coding	PPP1R42	8	ENSP00000315035	2133	274
17846	ENSG00000263809	protein_coding	NA	17	NA	2132	274
17847	ENSG00000174827	protein_coding	PDZK1	1	ENSP00000394485	2131	274
17848	ENSG00000187857	protein_coding	OR6C75	12	ENSP00000368987	2130	274
17849	ENSG00000182053	protein_coding	TRIM49B	11	ENSP00000481457	2129	274
17850	ENSG00000205864	protein_coding	KRTAP5-6	11	ENSP00000371595	2128	274
17851	ENSG00000113328	protein_coding	CCNG1	5	ENSP00000344635	2127	274
17852	ENSG00000283992	protein_coding	SLURP2	8	NA	2126	274
17853	ENSG00000177992	protein_coding	SPATA31E1	9	ENSP00000322640	2125	274
17854	ENSG00000075651	protein_coding	PLD1	3	ENSP00000342793	2124	274
17855	ENSG00000172208	protein_coding	OR4X2	11	NA	2123	274
17856	ENSG00000269955	protein_coding	FMC1-LUC7L2	7	ENSP00000440222	2122	274
17857	ENSG00000154079	protein_coding	SDHAF4	6	ENSP00000359505	2121	274
17858	ENSG00000262304	protein_coding	NA	17	ENSP00000459962	2120	274
17859	ENSG00000166321	protein_coding	NUDT13	10	ENSP00000349874	2119	274
17860	ENSG00000137038	protein_coding	DMAC1	9	ENSP00000350961	2118	274
17861	ENSG00000284862	protein_coding	CCDC39	3	NA	2117	274
17862	ENSG00000188542	protein_coding	DUSP28	2	ENSP00000385885	2116	274
17863	ENSG00000197674	protein_coding	OR51C1P	11	NA	2115	274
17864	ENSG00000166884	protein_coding	OR4D6	11	ENSP00000300127	2114	274
17865	ENSG00000187823	protein_coding	RTL4	X	ENSP00000340590	2113	274
17866	ENSG00000288725	protein_coding	NA	16	NA	2112	274
17867	ENSG00000198189	protein_coding	HSD17B11	4	ENSP00000351035	2111	274
17868	ENSG00000169550	protein_coding	MUC15	11	ENSP00000416753	2110	274
17869	ENSG00000229676	protein_coding	ZNF492	19	ENSP00000413660	2109	274
17870	ENSG00000274611	protein_coding	TBC1D3	17	ENSP00000478683	2108	274
17871	ENSG00000181404	protein_coding	WASHC1	9	ENSP00000485627	2107	274
17872	ENSG00000168267	protein_coding	PTF1A	10	ENSP00000365687	2106	274
17873	ENSG00000055813	protein_coding	CCDC85A	2	ENSP00000384040	2105	274
17874	ENSG00000236637	protein_coding	IFNA4	9	ENSP00000412897	2104	274
17875	ENSG00000198156	protein_coding	NPIPB6	16	ENSP00000431871	2103	274
17876	ENSG00000137936	protein_coding	BCAR3	1	ENSP00000359264	2102	274
17877	ENSG00000174456	protein_coding	C12orf76	12	ENSP00000308368	2101	274
17878	ENSG00000179299	protein_coding	NSUN7	4	ENSP00000371201	2100	274
17879	ENSG00000184478	protein_coding	OR56A3	11	ENSP00000331572	2099	274
17880	ENSG00000120533	protein_coding	ENY2	8	ENSP00000429986	2098	274
17881	ENSG00000215568	protein_coding	GAB4	22	ENSP00000383431	2097	274
17882	ENSG00000175398	protein_coding	OR10P1	12	ENSP00000308082	2096	274
17883	ENSG00000204873	protein_coding	KRTAP9-3	17	ENSP00000392189	2095	274
17884	ENSG00000236027	protein_coding	PATE3	11	ENSP00000395505	2094	274
17885	ENSG00000183632	protein_coding	TP53TG3	16	ENSP00000381672	2093	274
17886	ENSG00000273088	protein_coding	NA	1	NA	2092	274
17887	ENSG00000112425	protein_coding	EPM2A	6	ENSP00000356489	2091	274
17888	ENSG00000177283	protein_coding	FZD8	10	ENSP00000363826	2090	274
17889	ENSG00000204688	protein_coding	OR2H1	6	ENSP00000366340	2089	274
17890	ENSG00000215455	protein_coding	KRTAP10-1	21	ENSP00000383226	2088	274
17891	ENSG00000197123	protein_coding	ZNF679	7	ENSP00000416809	2087	274
17892	ENSG00000198478	protein_coding	SH3BGRL2	6	ENSP00000358853	2086	274
17893	ENSG00000164113	protein_coding	ADAD1	4	ENSP00000296513	2085	274
17894	ENSG00000176945	protein_coding	MUC20	3	ENSP00000414350	2084	274
17895	ENSG00000239305	protein_coding	RNF103	2	ENSP00000237455	2083	274
17896	ENSG00000129460	protein_coding	NGDN	14	ENSP00000386134	2082	274
17897	ENSG00000215845	protein_coding	TSTD1	1	ENSP00000388293	2081	274
17898	ENSG00000137871	protein_coding	ZNF280D	15	ENSP00000267807	2080	274
17899	ENSG00000178358	protein_coding	OR2D3	11	ENSP00000320560	2079	274
17900	ENSG00000109181	protein_coding	UGT2B10	4	ENSP00000265403	2078	274
17901	ENSG00000176040	protein_coding	TMPRSS7	3	ENSP00000478830	2077	274
17902	ENSG00000103528	protein_coding	SYT17	16	ENSP00000347538	2076	274
17903	ENSG00000213160	protein_coding	KLHL23	2	ENSP00000376419	2075	274
17904	ENSG00000133134	protein_coding	BEX2	X	ENSP00000442521	2074	274
17905	ENSG00000125522	protein_coding	NPBWR2	20	ENSP00000358783	2073	274
17906	ENSG00000187715	protein_coding	KBTBD12	3	ENSP00000385957	2072	274
17907	ENSG00000212935	protein_coding	KRTAP10-3	21	ENSP00000375478	2071	274
17908	ENSG00000188223	protein_coding	NA	19	NA	2070	274
17909	ENSG00000261873	protein_coding	SMIM36	17	NA	2069	274
17910	ENSG00000172377	protein_coding	OR9I1	11	ENSP00000302606	2068	274
17911	ENSG00000180999	protein_coding	C1orf105	1	ENSP00000356700	2067	274
17912	ENSG00000180228	protein_coding	PRKRA	2	ENSP00000318176	2066	274
17913	ENSG00000136487	protein_coding	GH2	17	ENSP00000333157	2065	274
17914	ENSG00000197013	protein_coding	ZNF429	19	ENSP00000351280	2064	274
17915	ENSG00000278599	protein_coding	TBC1D3E	17	ENSP00000483965	2063	274
17916	ENSG00000120925	protein_coding	RNF170	8	ENSP00000445725	2062	274
17917	ENSG00000215474	protein_coding	SKOR2	18	ENSP00000483333	2061	274
17918	ENSG00000054796	protein_coding	SPO11	20	ENSP00000360310	2060	274
17919	ENSG00000196151	protein_coding	WDSUB1	2	ENSP00000387078	2059	274
17920	ENSG00000106258	protein_coding	CYP3A5	7	ENSP00000222982	2058	274
17921	ENSG00000167194	protein_coding	C16orf92	16	ENSP00000300575	2057	274
17922	ENSG00000174808	protein_coding	BTC	4	ENSP00000379092	2056	274
17923	ENSG00000250317	protein_coding	SMIM20	4	ENSP00000427407	2055	274
17924	ENSG00000274749	protein_coding	KRTAP7-1	21	ENSP00000479656	2054	274
17925	ENSG00000290318	protein_coding	NA	3	NA	2053	274
17926	ENSG00000228486	protein_coding	C2orf92	2	NA	2052	274
17927	ENSG00000198786	protein_coding	MT-ND5	MT	ENSP00000354813	2051	274
17928	ENSG00000063854	protein_coding	HAGH	16	ENSP00000380514	2050	274
17929	ENSG00000221910	protein_coding	OR2F2	7	ENSP00000386222	2049	274
17930	ENSG00000151332	protein_coding	MBIP	14	ENSP00000399718	2048	274
17931	ENSG00000197121	protein_coding	PGAP1	2	ENSP00000346809	2047	274
17932	ENSG00000108187	protein_coding	PBLD	10	ENSP00000351619	2046	274
17933	ENSG00000213822	protein_coding	CEACAM18	19	ENSP00000379738	2045	274
17934	ENSG00000118482	protein_coding	PHF3	6	ENSP00000262043	2044	274
17935	ENSG00000121691	protein_coding	CAT	11	ENSP00000241052	2043	274
17936	ENSG00000219626	protein_coding	FAM228B	2	ENSP00000482482	2042	274
17937	ENSG00000178201	protein_coding	VN1R1	19	ENSP00000322339	2041	274
17938	ENSG00000102804	protein_coding	TSC22D1	13	ENSP00000397435	2040	274
17939	ENSG00000138777	protein_coding	PPA2	4	ENSP00000343885	2039	274
17940	ENSG00000196734	protein_coding	LCE1B	1	ENSP00000353203	2038	274
17941	ENSG00000151229	protein_coding	SLC2A13	12	ENSP00000280871	2037	274
17942	ENSG00000204128	protein_coding	C2orf72	2	ENSP00000362743	2036	274
17943	ENSG00000196772	protein_coding	OR14A16	1	ENSP00000350248	2035	274
17944	ENSG00000122026	protein_coding	RPL21	13	ENSP00000346027	2034	274
17945	ENSG00000184022	protein_coding	OR2T10	1	ENSP00000329210	2033	274
17946	ENSG00000120563	protein_coding	LYZL1	10	ENSP00000364650	2032	274
17947	ENSG00000197651	protein_coding	CCER1	12	ENSP00000351727	2031	274
17948	ENSG00000143303	protein_coding	METTL25B	1	ENSP00000357199	2030	274
17949	ENSG00000176402	protein_coding	GJC3	7	ENSP00000325775	2029	274
17950	ENSG00000186522	protein_coding	SEPTIN10	2	ENSP00000380824	2028	274
17951	ENSG00000151838	protein_coding	CCDC175	14	ENSP00000453940	2027	274
17952	ENSG00000196967	protein_coding	ZNF585A	19	ENSP00000292841	2026	274
17953	ENSG00000288669	protein_coding	NA	19	NA	2025	274
17954	ENSG00000186204	protein_coding	CYP4F12	19	ENSP00000448998	2024	274
17955	ENSG00000164684	protein_coding	ZNF704	8	ENSP00000331462	2023	274
17956	ENSG00000235942	protein_coding	LCE6A	1	ENSP00000411070	2022	274
17957	ENSG00000099769	protein_coding	IGFALS	16	ENSP00000416683	2021	274
17958	ENSG00000180902	protein_coding	D2HGDH	2	ENSP00000315351	2020	274
17959	ENSG00000180354	protein_coding	MTURN	7	ENSP00000324204	2019	274
17960	ENSG00000169752	protein_coding	NRG4	15	ENSP00000378367	2018	274
17961	ENSG00000108375	protein_coding	RNF43	17	ENSP00000463069	2017	274
17962	ENSG00000155792	protein_coding	DEPTOR	8	ENSP00000286234	2016	274
17963	ENSG00000256806	protein_coding	C17orf100	17	NA	2015	274
17964	ENSG00000248993	protein_coding	NA	6	ENSP00000412457	2014	274
17965	ENSG00000114784	protein_coding	EIF1B	3	ENSP00000232905	2013	274
17966	ENSG00000212900	protein_coding	KRTAP3-2	17	ENSP00000375429	2012	274
17967	ENSG00000151693	protein_coding	ASAP2	2	ENSP00000281419	2011	274
17968	ENSG00000171433	protein_coding	GLOD5	X	ENSP00000302552	2010	274
17969	ENSG00000267303	protein_coding	NA	19	NA	2009	274
17970	ENSG00000123607	protein_coding	TTC21B	2	ENSP00000243344	2008	274
17971	ENSG00000148660	protein_coding	CAMK2G	10	ENSP00000319060	2007	274
17972	ENSG00000178585	protein_coding	CTNNBIP1	1	ENSP00000366474	2006	274
17973	ENSG00000106331	protein_coding	PAX4	7	ENSP00000339906	2005	274
17974	ENSG00000270011	protein_coding	ZNF559-ZNF177	19	ENSP00000415070	2004	274
17975	ENSG00000182793	protein_coding	GSTA5	6	ENSP00000360028	2003	274
17976	ENSG00000154059	protein_coding	IMPACT	18	ENSP00000284202	2002	274
17977	ENSG00000263639	protein_coding	MSMB	10	ENSP00000463092	2001	274
17978	ENSG00000187175	protein_coding	KRTAP12-1	21	ENSP00000375475	2000	274
17979	ENSG00000204334	protein_coding	ERICH2	2	ENSP00000387298	1999	274
17980	ENSG00000107242	protein_coding	PIP5K1B	9	ENSP00000265382	1998	274
17981	ENSG00000121057	protein_coding	AKAP1	17	ENSP00000478212	1997	274
17982	ENSG00000186105	protein_coding	LRRC70	5	ENSP00000399441	1996	274
17983	ENSG00000166816	protein_coding	LDHD	16	ENSP00000300051	1995	274
17984	ENSG00000164180	protein_coding	TMEM161B	5	ENSP00000426354	1994	274
17985	ENSG00000261739	protein_coding	GOLGA8S	15	ENSP00000455298	1993	274
17986	ENSG00000198185	protein_coding	ZNF334	20	ENSP00000255129	1992	274
17987	ENSG00000277639	protein_coding	NA	16	NA	1991	274
17988	ENSG00000182093	protein_coding	GET1	21	ENSP00000327716	1990	274
17989	ENSG00000184351	protein_coding	KRTAP19-1	21	ENSP00000375108	1989	274
17990	ENSG00000205777	protein_coding	GAGE1	X	ENSP00000484668	1988	274
17991	ENSG00000164022	protein_coding	AIMP1	4	ENSP00000378191	1987	274
17992	ENSG00000250722	protein_coding	SELENOP	5	ENSP00000420939	1986	274
17993	ENSG00000256514	protein_coding	NA	11	ENSP00000480527	1985	274
17994	ENSG00000047230	protein_coding	CTPS2	X	ENSP00000401264	1984	274
17995	ENSG00000214897	protein_coding	PNMA6E	X	NA	1983	274
17996	ENSG00000255192	protein_coding	NANOGP8	15	NA	1982	274
17997	ENSG00000011258	protein_coding	MBTD1	17	ENSP00000468304	1981	274
17998	ENSG00000267952	protein_coding	NA	19	ENSP00000469588	1980	274
17999	ENSG00000182362	protein_coding	YBEY	21	ENSP00000329614	1979	274
18000	ENSG00000258417	protein_coding	NA	8	ENSP00000262283	1978	274
18001	ENSG00000107262	protein_coding	BAG1	9	ENSP00000420514	1977	274
18002	ENSG00000120055	protein_coding	C10orf95	10	ENSP00000239125	1976	274
18003	ENSG00000138709	protein_coding	LARP1B	4	ENSP00000321997	1975	274
18004	ENSG00000005812	protein_coding	FBXL3	13	ENSP00000347834	1974	274
18005	ENSG00000283526	protein_coding	PRRT1B	9	NA	1973	274
18006	ENSG00000104231	protein_coding	ZFAND1	8	ENSP00000220669	1972	274
18007	ENSG00000166619	protein_coding	BLCAP	20	ENSP00000397172	1971	274
18008	ENSG00000181009	protein_coding	OR52N5	11	ENSP00000322866	1970	274
18009	ENSG00000172159	protein_coding	FRMD3	9	ENSP00000303508	1969	274
18010	ENSG00000244067	protein_coding	GSTA2	6	ENSP00000420168	1968	274
18011	ENSG00000183066	protein_coding	WBP2NL	22	ENSP00000332983	1967	274
18012	ENSG00000260914	protein_coding	NA	16	ENSP00000461295	1966	274
18013	ENSG00000243627	protein_coding	SMIM34	21	ENSP00000397039	1965	274
18014	ENSG00000270339	protein_coding	PPIAL4H	1	ENSP00000464619	1964	274
18015	ENSG00000196156	protein_coding	KRTAP4-3	17	ENSP00000375151	1963	274
18016	ENSG00000185040	protein_coding	SPDYE16	7	NA	1962	274
18017	ENSG00000152454	protein_coding	ZNF256	19	ENSP00000282308	1961	274
18018	ENSG00000177489	protein_coding	OR2G2	1	ENSP00000326349	1960	274
18019	ENSG00000007341	protein_coding	ST7L	1	ENSP00000350734	1959	274
18020	ENSG00000273514	protein_coding	FOXD4L6	9	ENSP00000484875	1958	274
18021	ENSG00000004799	protein_coding	PDK4	7	ENSP00000005178	1957	274
18022	ENSG00000147677	protein_coding	EIF3H	8	ENSP00000429931	1956	274
18023	ENSG00000171766	protein_coding	GATM	15	ENSP00000379895	1955	274
18024	ENSG00000164989	protein_coding	CCDC171	9	ENSP00000370077	1954	274
18025	ENSG00000255641	protein_coding	NA	12	ENSP00000437563	1953	274
18026	ENSG00000106771	protein_coding	TMEM245	9	ENSP00000363714	1952	274
18027	ENSG00000237452	protein_coding	MEIOSIN	19	ENSP00000402674	1951	274
18028	ENSG00000178750	protein_coding	STX19	3	ENSP00000320679	1950	274
18029	ENSG00000096872	protein_coding	IFT74	9	ENSP00000404122	1949	274
18030	ENSG00000120242	protein_coding	IFNA8	9	ENSP00000369553	1948	274
18031	ENSG00000283977	protein_coding	NA	11	NA	1947	274
18032	ENSG00000111843	protein_coding	TMEM14C	6	ENSP00000444561	1946	274
18033	ENSG00000268975	protein_coding	MIA-RAB4B	19	NA	1945	274
18034	ENSG00000147654	protein_coding	EBAG9	8	ENSP00000337675	1944	274
18035	ENSG00000100722	protein_coding	ZC3H14	14	ENSP00000251038	1943	274
18036	ENSG00000138078	protein_coding	PREPL	2	ENSP00000386543	1942	274
18037	ENSG00000274386	protein_coding	TMEM269	1	NA	1941	274
18038	ENSG00000127980	protein_coding	PEX1	7	ENSP00000248633	1940	274
18039	ENSG00000168952	protein_coding	STXBP6	14	ENSP00000324302	1939	274
18040	ENSG00000105373	protein_coding	NOP53	19	ENSP00000246802	1938	274
18041	ENSG00000078747	protein_coding	ITCH	20	ENSP00000480499	1937	274
18042	ENSG00000261717	protein_coding	NA	16	ENSP00000457654	1936	274
18043	ENSG00000284491	protein_coding	THSD8	19	NA	1935	274
18044	ENSG00000155542	protein_coding	SETD9	5	ENSP00000285947	1934	274
18045	ENSG00000131951	protein_coding	LRRC9	14	ENSP00000454748	1933	274
18046	ENSG00000250803	protein_coding	NA	5	NA	1932	274
18047	ENSG00000230246	protein_coding	SPATA31C1	9	NA	1931	274
18048	ENSG00000121989	protein_coding	ACVR2A	2	ENSP00000241416	1930	275
18049	ENSG00000132975	protein_coding	GPR12	13	ENSP00000384932	1929	275
18050	ENSG00000153230	protein_coding	OR14K1	1	ENSP00000283225	1928	275
18051	ENSG00000170613	protein_coding	GARIN3	5	ENSP00000305596	1927	275
18052	ENSG00000176893	protein_coding	OR51G2	11	ENSP00000322593	1926	275
18053	ENSG00000249581	protein_coding	CLRN2	4	ENSP00000424711	1925	275
18054	ENSG00000167384	protein_coding	ZNF180	19	ENSP00000221327	1924	275
18055	ENSG00000204849	protein_coding	SPATA31A1	9	ENSP00000366875	1923	275
18056	ENSG00000066382	protein_coding	MPPED2	11	ENSP00000350833	1922	275
18057	ENSG00000102309	protein_coding	PIN4	X	ENSP00000362773	1921	275
18058	ENSG00000228075	protein_coding	BOD1L2	18	ENSP00000467843	1920	275
18059	ENSG00000087301	protein_coding	TXNDC16	14	ENSP00000281741	1919	275
18060	ENSG00000283654	protein_coding	CIROP	14	NA	1918	275
18061	ENSG00000263201	protein_coding	DPEP2NB	16	NA	1917	275
18062	ENSG00000142539	protein_coding	NA	19	ENSP00000473233	1916	275
18063	ENSG00000260537	protein_coding	NA	16	ENSP00000454699	1915	275
18064	ENSG00000109618	protein_coding	SEPSECS	4	ENSP00000371535	1914	275
18065	ENSG00000127914	protein_coding	AKAP9	7	ENSP00000348573	1913	275
18066	ENSG00000288864	protein_coding	ARHGAP11A-SCG5	15	NA	1912	275
18067	ENSG00000136098	protein_coding	NEK3	13	ENSP00000484443	1911	275
18068	ENSG00000107779	protein_coding	BMPR1A	10	ENSP00000361107	1910	275
18069	ENSG00000258597	protein_coding	SERPINA2	14	NA	1909	275
18070	ENSG00000237412	protein_coding	PRSS56	2	ENSP00000479745	1908	275
18071	ENSG00000268083	protein_coding	NA	19	ENSP00000470059	1907	275
18072	ENSG00000254466	protein_coding	OR4D10	11	ENSP00000436424	1906	275
18073	ENSG00000203989	protein_coding	RHOXF2B	X	ENSP00000360455	1905	275
18074	ENSG00000089289	protein_coding	IGBP1	X	ENSP00000363661	1904	275
18075	ENSG00000253251	protein_coding	SHLD3	5	ENSP00000424007	1903	275
18076	ENSG00000214652	protein_coding	ZNF727	7	ENSP00000485448	1902	275
18077	ENSG00000176253	protein_coding	OR4K13	14	ENSP00000319322	1901	275
18078	ENSG00000232382	protein_coding	OR5K1	3	ENSP00000373193	1900	275
18079	ENSG00000178568	protein_coding	ERBB4	2	ENSP00000342235	1899	275
18080	ENSG00000172742	protein_coding	OR4D9	11	ENSP00000328563	1898	275
18081	ENSG00000185345	protein_coding	PRKN	6	ENSP00000355865	1897	275
18082	ENSG00000254402	protein_coding	LRRC24	8	ENSP00000434849	1896	275
18083	ENSG00000139574	protein_coding	NPFF	12	ENSP00000267017	1895	275
18084	ENSG00000133739	protein_coding	LRRCC1	8	ENSP00000353538	1894	275
18085	ENSG00000138036	protein_coding	DYNC2LI1	2	ENSP00000474032	1893	275
18086	ENSG00000214967	protein_coding	NPIPA7	16	ENSP00000431814	1892	275
18087	ENSG00000172487	protein_coding	OR8J1	11	ENSP00000304060	1891	275
18088	ENSG00000130518	protein_coding	IQCN	19	ENSP00000376213	1890	275
18089	ENSG00000109794	protein_coding	FAM149A	4	ENSP00000227065	1889	275
18090	ENSG00000087299	protein_coding	L2HGDH	14	ENSP00000267436	1888	275
18091	ENSG00000103037	protein_coding	SETD6	16	ENSP00000219315	1887	275
18092	ENSG00000283154	protein_coding	IQCJ-SCHIP1	3	NA	1886	275
18093	ENSG00000100380	protein_coding	ST13	22	ENSP00000216218	1885	275
18094	ENSG00000257115	protein_coding	OR11H12	14	ENSP00000449002	1884	275
18095	ENSG00000228567	protein_coding	VN1R4	19	ENSP00000310856	1883	275
18096	ENSG00000178425	protein_coding	NT5DC1	6	ENSP00000326858	1882	275
18097	ENSG00000258873	protein_coding	DUXA	19	ENSP00000452398	1881	275
18098	ENSG00000234719	protein_coding	NPIPB2	16	ENSP00000382101	1880	275
18099	ENSG00000197647	protein_coding	ZNF433	19	ENSP00000339767	1879	275
18100	ENSG00000167774	protein_coding	NA	19	NA	1878	275
18101	ENSG00000175536	protein_coding	LIPT2	11	ENSP00000309463	1877	275
18102	ENSG00000197683	protein_coding	KRTAP26-1	21	ENSP00000353742	1876	275
18103	ENSG00000166946	protein_coding	CCNDBP1	15	ENSP00000300213	1875	275
18104	ENSG00000255339	protein_coding	NA	10	NA	1874	275
18105	ENSG00000198681	protein_coding	MAGEA1	X	ENSP00000349085	1873	275
18106	ENSG00000248710	protein_coding	NA	3	NA	1872	275
18107	ENSG00000067606	protein_coding	PRKCZ	1	ENSP00000367830	1871	275
18108	ENSG00000285837	protein_coding	NA	10	NA	1870	275
18109	ENSG00000072210	protein_coding	ALDH3A2	17	ENSP00000345774	1869	275
